,Long,Lat,,
TG:,25.70720829,59.58447179,,
Model:,25.735809,59.658188,,
Kuupäev,Aeg (UTC),TG (cm),Model (m),Model (cm)
1/1/2015,0:00:00,48.80,0.09102793,9.102793038
1/1/2015,1:00:00,48.60,0.107017852,10.70178524
1/1/2015,2:00:00,47.80,0.12854889,12.85488904
1/1/2015,3:00:00,48.00,0.146708146,14.67081457
1/1/2015,4:00:00,48.00,0.15743418,15.74341804
1/1/2015,5:00:00,49.70,0.173502624,17.3502624
1/1/2015,6:00:00,50.70,0.192350656,19.23506558
1/1/2015,7:00:00,52.00,0.208880529,20.88805288
1/1/2015,8:00:00,52.50,0.228745982,22.87459821
1/1/2015,9:00:00,54.70,0.242510006,24.25100058
1/1/2015,10:00:00,57.50,0.26248017,26.24801695
1/1/2015,11:00:00,57.50,0.281348497,28.13484967
1/1/2015,12:00:00,59.90,0.305609286,30.56092858
1/1/2015,13:00:00,61.90,0.31589821,31.58982098
1/1/2015,14:00:00,64.60,0.324438691,32.44386911
1/1/2015,15:00:00,64.90,0.328262061,32.82620609
1/1/2015,16:00:00,67.10,0.331080884,33.10808837
1/1/2015,17:00:00,70.90,0.337270558,33.72705579
1/1/2015,18:00:00,75.20,0.350934803,35.09348035
1/1/2015,19:00:00,77.10,0.35566932,35.56693196
1/1/2015,20:00:00,77.30,0.346763849,34.67638493
1/1/2015,21:00:00,77.00,0.329588503,32.95885026
1/1/2015,22:00:00,76.50,0.304973602,30.49736023
1/1/2015,23:00:00,75.50,0.288751185,28.87511849
1/2/2015,0:00:00,73.90,0.281722397,28.17223966
1/2/2015,1:00:00,71.90,0.276597679,27.65976787
1/2/2015,2:00:00,70.60,0.263327867,26.33278668
1/2/2015,3:00:00,70.80,0.249700889,24.9700889
1/2/2015,4:00:00,70.10,0.231050834,23.10508341
1/2/2015,5:00:00,67.50,0.22780101,22.780101
1/2/2015,6:00:00,63.50,0.23187089,23.18708897
1/2/2015,7:00:00,59.70,0.245656803,24.56568033
1/2/2015,8:00:00,57.80,0.245001286,24.50012863
1/2/2015,9:00:00,58.90,0.276265502,27.6265502
